Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Easy Job - Part 1,"Zone qlight_pr1_heli1_find",1,18,41,"(-96.3, 0.7, -553.8)"
Easy Job - Part 1,"Zone qlight_pr1_heli1_mark",1,18,41,"(-97.0, 0.7, -553.2)"
Easy Job - Part 2,"Zone qlight_pr1_heli2_kill",1,18,41,"(-51.2, 1.8, -573.2)"
Lost Contact,"Zone qlight_find_scav_group1",1,26,54,"(-70.4, 26.8, 132.2)"
Energy Crisis,"Zone qlight_fuel_blood",1,25,53,"(-116.6, 9.2, -921.8)"
Energy Crisis,"Zone qlight_fuel_blood_bezovoz1",1,25,53,"(-73.7, 13.7, -875.5)"
Energy Crisis,"Zone qlight_fuel_blood_bezovoz2",1,25,53,"(-158.5, 8.2, -608.0)"
Energy Crisis,"Zone qlight_fuel_blood_bezovoz3",1,25,53,"(29.1, 8.1, -423.4)"
Corporate Secrets,"Item Water pump operation data",1,17,39,"(-112.0, 8.2, -750.2)"
Corporate Secrets,"Item Pumping station operation report",1,17,39,"(52.7, 8.2, -638.9)"
Revision - Lighthouse,"Zone qlight_mark_vech1",1,14,33,"(12.6, 3.6, -502.4)"
Revision - Lighthouse,"Zone qlight_mark_vech2",1,14,33,"(-65.8, 3.8, -691.3)"
Revision - Lighthouse,"Zone qlight_mark_vech3",1,14,33,"(65.5, 1.8, 515.2)"
Revision - Lighthouse,"Zone qlight_mark_vech4",1,14,33,"(-41.5, 11.2, 16.5)"
Missing Cargo,"Zone qlight_find_crushed_heli",1,30,60,"(-126.8, 21.0, 301.4)"
Missing Cargo,"Item Stolen military documents",1,30,60,"(-115.7, 39.9, 88.4)"
The Hermit,"Zone qlight_hunt_fr_find",1,20,45,"(-246.6, 3.1, -328.3)"
The Hermit,"Item Sealed letter",1,20,45,"(-248.5, 0.4, -328.3)"
Long Road,"Zone qlight_br_secure_road",1,20,45,"(0.0, 4.5, 47.7)"
Cargo X - Part 4,"Zone qlight16_peace_terra",1,12,29,"(136.9, 0.7, 47.9)"
Network Provider - Part 2,"Zone meh_42_radio_area_mark_1",1,35,70,"(-93.1, 3.0, -550.7)"
Network Provider - Part 2,"Zone meh_42_radio_area_mark_2",1,35,70,"(-115.9, 39.9, 88.4)"
Network Provider - Part 2,"Zone meh_42_radio_area_mark_3",1,35,70,"(71.1, 9.6, 392.5)"
Network Provider - Part 2,"Zone meh_42_radio_area_mark_4",1,35,70,"(127.6, 6.4, 293.0)"
Getting Acquainted,"Item Secure Flash drive V3",1,35,70,"(-197.5, 4.9, -651.5)"
Drug Trafficking,"Zone qlight_extension_medic1_exploration1",2,26,54,"(-119.2, 10.6, -841.6)"
Drug Trafficking,"Zone qlight_extension_medic1_hide1",2,26,54,"(-119.2, 10.6, -841.6)"
Reconnaissance,"Zone qlight_extension_prapor1_exploration1",1,18,41,"(53.2, 13.9, -623.6)"
Reconnaissance,"Zone qlight_extension_prapor1_exploration2",1,18,41,"(-98.2, 13.9, -754.1)"
Reconnaissance,"Zone qlight_extension_prapor1_exploration3",1,18,41,"(-196.6, 14.0, -666.8)"
Broadcast - Part 1,"Zone qlight_extension_mechanik1_exploration1",2,12,29,"(32.5, 8.2, -640.3)"
Broadcast - Part 1,"Zone qlight_extension_mechanik1_hide1",2,12,29,"(32.5, 8.2, -640.3)"
Make Amends,"Item Secure Flash drive V3",1,0,99,"(-197.5, 4.9, -651.5)"
Snatch,"Item Forged Lightkeeper intelligence",1,35,70,"(32.1, 4.8, -454.0)"
Spawn Point Wander,"Spawn Point (40.0 9.5 71.8)",1,0,99,"(40.0, 9.5, 71.8)"
Spawn Point Wander,"Spawn Point (48.2 1.6 -116.3)",1,0,99,"(48.2, 1.6, -116.3)"
Spawn Point Wander,"Spawn Point (-109.0 4.9 -729.5)",1,0,99,"(-109.0, 4.9, -729.5)"
Spawn Point Wander,"Spawn Point (-58.0 39.5 459.4)",1,0,99,"(-58.0, 39.5, 459.4)"
Spawn Point Wander,"Spawn Point (113.1 5.0 104.7)",1,0,99,"(113.1, 5.0, 104.7)"
Spawn Point Wander,"Spawn Point (-124.8 14.0 -738.3)",1,0,99,"(-124.8, 14.0, -738.3)"
Spawn Point Wander,"Spawn Point (54.2 11.8 200.6)",1,0,99,"(54.2, 11.8, 200.6)"
Spawn Point Wander,"Spawn Point (-116.1 17.8 -32.1)",1,0,99,"(-116.1, 17.8, -32.1)"
Spawn Point Wander,"Spawn Point (-84.5 5.9 -271.6)",1,0,99,"(-84.5, 5.9, -271.6)"
Spawn Point Wander,"Spawn Point (-51.1 10.7 -794.8)",1,0,99,"(-51.1, 10.7, -794.8)"
Spawn Point Wander,"Spawn Point (-213.1 12.7 -187.8)",1,0,99,"(-213.1, 12.7, -187.8)"
Spawn Point Wander,"Spawn Point (-237.3 14.8 -170.3)",1,0,99,"(-237.3, 14.8, -170.3)"
Spawn Point Wander,"Spawn Point (-140.1 10.5 -870.8)",1,0,99,"(-140.1, 10.5, -870.8)"
Spawn Point Wander,"Spawn Point (-71.8 39.2 451.1)",1,0,99,"(-71.8, 39.2, 451.1)"
Spawn Point Wander,"Spawn Point (55.4 4.9 -633.2)",1,0,99,"(55.4, 4.9, -633.2)"
Spawn Point Wander,"Spawn Point (105.9 0.8 427.3)",1,0,99,"(105.9, 0.8, 427.3)"
Spawn Point Wander,"Spawn Point (-149.9 12.0 -200.8)",1,0,99,"(-149.9, 12.0, -200.8)"
Spawn Point Wander,"Spawn Point (37.5 4.9 -641.4)",1,0,99,"(37.5, 4.9, -641.4)"
Spawn Point Wander,"Spawn Point (-444.6 28.9 -372.5)",1,0,99,"(-444.6, 28.9, -372.5)"
Spawn Point Wander,"Spawn Point (-139.1 10.5 -857.0)",1,0,99,"(-139.1, 10.5, -857.0)"
Spawn Point Wander,"Spawn Point (-249.0 0.8 -382.2)",1,0,99,"(-249.0, 0.8, -382.2)"
Spawn Point Wander,"Spawn Point (-172.5 5.0 -655.5)",1,0,99,"(-172.5, 5.0, -655.5)"
Spawn Point Wander,"Spawn Point (57.3 12.9 193.7)",1,0,99,"(57.3, 12.9, 193.7)"
Spawn Point Wander,"Spawn Point (-135.0 6.0 482.1)",1,0,99,"(-135.0, 6.0, 482.1)"
Spawn Point Wander,"Spawn Point (-59.8 6.0 332.3)",1,0,99,"(-59.8, 6.0, 332.3)"
Spawn Point Wander,"Spawn Point (-221.1 13.2 -186.7)",1,0,99,"(-221.1, 13.2, -186.7)"
Spawn Point Wander,"Spawn Point (-61.0 6.0 328.4)",1,0,99,"(-61.0, 6.0, 328.4)"
Spawn Point Wander,"Spawn Point (-87.5 6.0 -270.0)",1,0,99,"(-87.5, 6.0, -270.0)"
Spawn Point Wander,"Spawn Point (-128.2 39.9 95.3)",1,0,99,"(-128.2, 39.9, 95.3)"
Spawn Point Wander,"Spawn Point (-59.1 5.9 -290.7)",1,0,99,"(-59.1, 5.9, -290.7)"
Spawn Point Wander,"Spawn Point (-66.3 14.1 -734.6)",1,0,99,"(-66.3, 14.1, -734.6)"
Spawn Point Wander,"Spawn Point (-135.9 6.0 484.0)",1,0,99,"(-135.9, 6.0, 484.0)"
Spawn Point Wander,"Spawn Point (-8.0 7.3 -452.2)",1,0,99,"(-8.0, 7.3, -452.2)"
Spawn Point Wander,"Spawn Point (111.7 0.4 -161.5)",1,0,99,"(111.7, 0.4, -161.5)"
Spawn Point Wander,"Spawn Point (15.3 4.7 -447.7)",1,0,99,"(15.3, 4.7, -447.7)"
Spawn Point Wander,"Spawn Point (-221.2 13.2 -183.9)",1,0,99,"(-221.2, 13.2, -183.9)"
Spawn Point Wander,"Spawn Point (-15.1 1.1 -137.3)",1,0,99,"(-15.1, 1.1, -137.3)"
Spawn Point Wander,"Spawn Point (-113.2 30.6 154.1)",1,0,99,"(-113.2, 30.6, 154.1)"
Spawn Point Wander,"Spawn Point (-186.5 14.0 -643.8)",1,0,99,"(-186.5, 14.0, -643.8)"
Spawn Point Wander,"Spawn Point (-38.3 5.6 -299.5)",1,0,99,"(-38.3, 5.6, -299.5)"
Spawn Point Wander,"Spawn Point (104.0 0.5 426.5)",1,0,99,"(104.0, 0.5, 426.5)"
Spawn Point Wander,"Spawn Point (30.6 4.9 -631.1)",1,0,99,"(30.6, 4.9, -631.1)"
Spawn Point Wander,"Spawn Point (75.4 8.8 226.6)",1,0,99,"(75.4, 8.8, 226.6)"
Spawn Point Wander,"Spawn Point (-128.1 39.9 74.3)",1,0,99,"(-128.1, 39.9, 74.3)"
Spawn Point Wander,"Spawn Point (-190.4 14.0 -660.2)",1,0,99,"(-190.4, 14.0, -660.2)"
Spawn Point Wander,"Spawn Point (-301.3 0.1 -319.8)",1,0,99,"(-301.3, 0.1, -319.8)"
Spawn Point Wander,"Spawn Point (29.8 14.0 -623.4)",1,0,99,"(29.8, 14.0, -623.4)"
Spawn Point Wander,"Spawn Point (-202.6 12.4 -194.4)",1,0,99,"(-202.6, 12.4, -194.4)"
Spawn Point Wander,"Spawn Point (-444.4 29.0 -374.5)",1,0,99,"(-444.4, 29.0, -374.5)"
Spawn Point Wander,"Spawn Point (-168.2 30.4 -65.0)",1,0,99,"(-168.2, 30.4, -65.0)"
Spawn Point Wander,"Spawn Point (-101.0 0.0 -537.6)",1,0,99,"(-101.0, 0.0, -537.6)"
Spawn Point Wander,"Spawn Point (102.2 0.4 425.5)",1,0,99,"(102.2, 0.4, 425.5)"
Spawn Point Wander,"Spawn Point (-199.4 4.9 -680.5)",1,0,99,"(-199.4, 4.9, -680.5)"
Spawn Point Wander,"Spawn Point (-199.7 4.9 -665.1)",1,0,99,"(-199.7, 4.9, -665.1)"
Spawn Point Wander,"Spawn Point (46.8 7.3 324.8)",1,0,99,"(46.8, 7.3, 324.8)"
Spawn Point Wander,"Spawn Point (-385.1 24.9 -510.0)",1,0,99,"(-385.1, 24.9, -510.0)"
Spawn Point Wander,"Spawn Point (12.9 4.8 -447.5)",1,0,99,"(12.9, 4.8, -447.5)"
Spawn Point Wander,"Spawn Point (-83.7 -0.1 -541.4)",1,0,99,"(-83.7, -0.1, -541.4)"
Spawn Point Wander,"Spawn Point (-185.0 5.4 -261.8)",1,0,99,"(-185.0, 5.4, -261.8)"
Spawn Point Wander,"Spawn Point (77.0 9.2 219.9)",1,0,99,"(77.0, 9.2, 219.9)"
Spawn Point Wander,"Spawn Point (-62.5 4.0 -586.4)",1,0,99,"(-62.5, 4.0, -586.4)"
Spawn Point Wander,"Spawn Point (-442.8 28.7 -375.7)",1,0,99,"(-442.8, 28.7, -375.7)"
Spawn Point Wander,"Spawn Point (30.6 14.0 -591.7)",1,0,99,"(30.6, 14.0, -591.7)"
Spawn Point Wander,"Spawn Point (-148.0 40.0 94.9)",1,0,99,"(-148.0, 40.0, 94.9)"
Spawn Point Wander,"Spawn Point (49.4 1.6 -147.1)",1,0,99,"(49.4, 1.6, -147.1)"
Spawn Point Wander,"Spawn Point (40.7 9.5 14.7)",1,0,99,"(40.7, 9.5, 14.7)"
Spawn Point Wander,"Spawn Point (-152.9 37.6 138.1)",1,0,99,"(-152.9, 37.6, 138.1)"
Spawn Point Wander,"Spawn Point (-131.0 10.5 -807.9)",1,0,99,"(-131.0, 10.5, -807.9)"
Spawn Point Wander,"Spawn Point (-130.1 7.7 -747.2)",1,0,99,"(-130.1, 7.7, -747.2)"
Spawn Point Wander,"Spawn Point (-169.9 30.3 -66.0)",1,0,99,"(-169.9, 30.3, -66.0)"
Spawn Point Wander,"Spawn Point (-248.7 0.7 -379.6)",1,0,99,"(-248.7, 0.7, -379.6)"
Spawn Point Wander,"Spawn Point (-180.5 5.0 -647.3)",1,0,99,"(-180.5, 5.0, -647.3)"
Spawn Point Wander,"Spawn Point (-137.6 6.0 480.9)",1,0,99,"(-137.6, 6.0, 480.9)"
Spawn Point Wander,"Spawn Point (-62.0 6.0 325.3)",1,0,99,"(-62.0, 6.0, 325.3)"
Spawn Point Wander,"Spawn Point (-8.5 0.8 81.5)",1,0,99,"(-8.5, 0.8, 81.5)"
Spawn Point Wander,"Spawn Point (-11.9 0.6 -126.7)",1,0,99,"(-11.9, 0.6, -126.7)"
Spawn Point Wander,"Spawn Point (-145.7 37.3 144.8)",1,0,99,"(-145.7, 37.3, 144.8)"
Spawn Point Wander,"Spawn Point (44.9 3.0 -211.6)",1,0,99,"(44.9, 3.0, -211.6)"
Spawn Point Wander,"Spawn Point (-168.9 30.4 -67.9)",1,0,99,"(-168.9, 30.4, -67.9)"
Spawn Point Wander,"Spawn Point (111.7 5.0 103.2)",1,0,99,"(111.7, 5.0, 103.2)"
Spawn Point Wander,"Spawn Point (38.4 9.2 1.3)",1,0,99,"(38.4, 9.2, 1.3)"
Spawn Point Wander,"Spawn Point (-128.0 39.9 87.3)",1,0,99,"(-128.0, 39.9, 87.3)"
Spawn Point Wander,"Spawn Point (-106.5 4.9 -754.9)",1,0,99,"(-106.5, 4.9, -754.9)"
Spawn Point Wander,"Spawn Point (116.6 0.4 -163.8)",1,0,99,"(116.6, 0.4, -163.8)"
Spawn Point Wander,"Spawn Point (39.1 11.0 -11.1)",1,0,99,"(39.1, 11.0, -11.1)"
Spawn Point Wander,"Spawn Point (113.8 5.0 101.8)",1,0,99,"(113.8, 5.0, 101.8)"
Spawn Point Wander,"Spawn Point (-128.5 20.1 -106.2)",1,0,99,"(-128.5, 20.1, -106.2)"
Spawn Point Wander,"Spawn Point (-198.8 5.2 -697.7)",1,0,99,"(-198.8, 5.2, -697.7)"
Spawn Point Wander,"Spawn Point (35.9 12.0 -833.1)",1,0,99,"(35.9, 12.0, -833.1)"
Spawn Point Wander,"Spawn Point (-223.0 12.7 -186.5)",1,0,99,"(-223.0, 12.7, -186.5)"
Spawn Point Wander,"Spawn Point (104.3 0.5 424.1)",1,0,99,"(104.3, 0.5, 424.1)"
Spawn Point Wander,"Spawn Point (74.7 9.0 233.7)",1,0,99,"(74.7, 9.0, 233.7)"
Spawn Point Wander,"Spawn Point (-93.5 17.6 -13.2)",1,0,99,"(-93.5, 17.6, -13.2)"
Spawn Point Wander,"Spawn Point (-12.6 2.8 108.5)",1,0,99,"(-12.6, 2.8, 108.5)"
Spawn Point Wander,"Spawn Point (-180.5 5.0 -633.0)",1,0,99,"(-180.5, 5.0, -633.0)"
Spawn Point Wander,"Spawn Point (-159.3 30.4 260.9)",1,0,99,"(-159.3, 30.4, 260.9)"
Spawn Point Wander,"Spawn Point (-120.8 11.1 -228.9)",1,0,99,"(-120.8, 11.1, -228.9)"
Spawn Point Wander,"Spawn Point (-161.5 9.8 -261.7)",1,0,99,"(-161.5, 9.8, -261.7)"
Spawn Point Wander,"Spawn Point (-222.6 13.6 -193.2)",1,0,99,"(-222.6, 13.6, -193.2)"
Spawn Point Wander,"Spawn Point (77.0 9.1 224.6)",1,0,99,"(77.0, 9.1, 224.6)"
Spawn Point Wander,"Spawn Point (115.9 4.5 104.0)",1,0,99,"(115.9, 4.5, 104.0)"
Spawn Point Wander,"Spawn Point (-185.7 14.0 -693.6)",1,0,99,"(-185.7, 14.0, -693.6)"
Spawn Point Wander,"Spawn Point (25.0 6.9 375.0)",1,0,99,"(25.0, 6.9, 375.0)"
Spawn Point Wander,"Spawn Point (-56.9 1.9 -586.4)",1,0,99,"(-56.9, 1.9, -586.4)"
Spawn Point Wander,"Spawn Point (-14.9 0.4 -134.8)",1,0,99,"(-14.9, 0.4, -134.8)"
Spawn Point Wander,"Spawn Point (-12.3 0.9 -133.1)",1,0,99,"(-12.3, 0.9, -133.1)"
Spawn Point Wander,"Spawn Point (-181.6 14.0 -659.8)",1,0,99,"(-181.6, 14.0, -659.8)"
Spawn Point Wander,"Spawn Point (-73.2 11.5 4.5)",1,0,99,"(-73.2, 11.5, 4.5)"
Spawn Point Wander,"Spawn Point (-321.8 1.1 -331.9)",1,0,99,"(-321.8, 1.1, -331.9)"
Spawn Point Wander,"Spawn Point (114.4 0.4 -166.7)",1,0,99,"(114.4, 0.4, -166.7)"
Spawn Point Wander,"Spawn Point (-135.8 6.0 480.6)",1,0,99,"(-135.8, 6.0, 480.6)"
Spawn Point Wander,"Spawn Point (-124.5 18.2 -135.5)",1,0,99,"(-124.5, 18.2, -135.5)"
Spawn Point Wander,"Spawn Point (-102.2 10.6 -844.3)",1,0,99,"(-102.2, 10.6, -844.3)"
Spawn Point Wander,"Spawn Point (47.0 7.3 328.5)",1,0,99,"(47.0, 7.3, 328.5)"
Spawn Point Wander,"Spawn Point (66.4 6.0 375.0)",1,0,99,"(66.4, 6.0, 375.0)"
Spawn Point Wander,"Spawn Point (-81.0 16.5 19.3)",1,0,99,"(-81.0, 16.5, 19.3)"
Spawn Point Wander,"Spawn Point (115.7 0.4 -160.3)",1,0,99,"(115.7, 0.4, -160.3)"
Spawn Point Wander,"Spawn Point (-386.6 23.8 -511.9)",1,0,99,"(-386.6, 23.8, -511.9)"
Spawn Point Wander,"Spawn Point (-109.4 17.7 -24.3)",1,0,99,"(-109.4, 17.7, -24.3)"
Spawn Point Wander,"Spawn Point (-386.8 23.5 -516.0)",1,0,99,"(-386.8, 23.5, -516.0)"
Spawn Point Wander,"Spawn Point (-178.3 12.3 -193.3)",1,0,99,"(-178.3, 12.3, -193.3)"
Spawn Point Wander,"Spawn Point (-84.3 -0.1 -565.6)",1,0,99,"(-84.3, -0.1, -565.6)"
Spawn Point Wander,"Spawn Point (-441.9 28.6 -373.0)",1,0,99,"(-441.9, 28.6, -373.0)"
Spawn Point Wander,"Spawn Point (-220.1 13.2 -188.4)",1,0,99,"(-220.1, 13.2, -188.4)"
Spawn Point Wander,"Spawn Point (54.1 5.0 -606.3)",1,0,99,"(54.1, 5.0, -606.3)"
Spawn Point Wander,"Spawn Point (41.1 7.6 345.2)",1,0,99,"(41.1, 7.6, 345.2)"
Spawn Point Wander,"Spawn Point (-161.5 31.3 257.3)",1,0,99,"(-161.5, 31.3, 257.3)"
Spawn Point Wander,"Spawn Point (12.5 6.1 -238.9)",1,0,99,"(12.5, 6.1, -238.9)"
Spawn Point Wander,"Spawn Point (106.7 0.7 424.5)",1,0,99,"(106.7, 0.7, 424.5)"
Spawn Point Wander,"Spawn Point (-5.5 1.9 37.4)",1,0,99,"(-5.5, 1.9, 37.4)"
Spawn Point Wander,"Spawn Point (53.5 11.1 47.9)",1,0,99,"(53.5, 11.1, 47.9)"
Spawn Point Wander,"Spawn Point (-84.9 17.0 20.1)",1,0,99,"(-84.9, 17.0, 20.1)"
Spawn Point Wander,"Spawn Point (31.9 10.8 -827.3)",1,0,99,"(31.9, 10.8, -827.3)"
Spawn Point Wander,"Spawn Point (-10.3 1.8 -130.2)",1,0,99,"(-10.3, 1.8, -130.2)"
Spawn Point Wander,"Spawn Point (-1.4 1.8 -470.8)",1,0,99,"(-1.4, 1.8, -470.8)"
Spawn Point Wander,"Spawn Point (-49.7 5.9 -290.7)",1,0,99,"(-49.7, 5.9, -290.7)"
Spawn Point Wander,"Spawn Point (-321.1 1.7 -334.9)",1,0,99,"(-321.1, 1.7, -334.9)"
Spawn Point Wander,"Spawn Point (-105.1 33.4 89.3)",1,0,99,"(-105.1, 33.4, 89.3)"
Spawn Point Wander,"Spawn Point (-443.4 28.4 -371.1)",1,0,99,"(-443.4, 28.4, -371.1)"
Spawn Point Wander,"Spawn Point (-246.1 1.2 -379.6)",1,0,99,"(-246.1, 1.2, -379.6)"
Spawn Point Wander,"Spawn Point (51.8 5.2 -589.9)",1,0,99,"(51.8, 5.2, -589.9)"
Spawn Point Wander,"Spawn Point (31.9 4.8 -451.1)",1,0,99,"(31.9, 4.8, -451.1)"
Spawn Point Wander,"Spawn Point (-123.6 18.2 -132.7)",1,0,99,"(-123.6, 18.2, -132.7)"
Spawn Point Wander,"Spawn Point (-382.7 24.8 -512.7)",1,0,99,"(-382.7, 24.8, -512.7)"
Spawn Point Wander,"Spawn Point (31.8 7.1 371.7)",1,0,99,"(31.8, 7.1, 371.7)"
Spawn Point Wander,"Spawn Point (-130.5 11.3 -206.0)",1,0,99,"(-130.5, 11.3, -206.0)"
Spawn Point Wander,"Spawn Point (-384.5 24.2 -513.6)",1,0,99,"(-384.5, 24.2, -513.6)"
Spawn Point Wander,"Spawn Point (-117.6 37.0 113.7)",1,0,99,"(-117.6, 37.0, 113.7)"
Spawn Point Wander,"Spawn Point (-137.6 6.0 482.9)",1,0,99,"(-137.6, 6.0, 482.9)"
Spawn Point Wander,"Spawn Point (6.5 3.6 -311.8)",1,0,99,"(6.5, 3.6, -311.8)"
Spawn Point Wander,"Spawn Point (-217.4 12.6 -181.4)",1,0,99,"(-217.4, 12.6, -181.4)"
Spawn Point Wander,"Spawn Point (9.9 6.1 -243.3)",1,0,99,"(9.9, 6.1, -243.3)"
Spawn Point Wander,"Spawn Point (54.1 12.0 197.9)",1,0,99,"(54.1, 12.0, 197.9)"
Spawn Point Wander,"Spawn Point (-63.2 6.0 327.4)",1,0,99,"(-63.2, 6.0, 327.4)"
Spawn Point Wander,"Spawn Point (-144.5 37.3 149.3)",1,0,99,"(-144.5, 37.3, 149.3)"
Spawn Point Wander,"Spawn Point (29.4 14.1 -621.1)",1,0,99,"(29.4, 14.1, -621.1)"
Spawn Point Wander,"Spawn Point (-133.2 11.4 -203.7)",1,0,99,"(-133.2, 11.4, -203.7)"
Spawn Point Wander,"Spawn Point (113.1 5.2 106.9)",1,0,99,"(113.1, 5.2, 106.9)"
Spawn Point Wander,"Spawn Point (-299.6 0.1 -323.8)",1,0,99,"(-299.6, 0.1, -323.8)"
Spawn Point Wander,"Spawn Point (-122.3 6.4 -270.5)",1,0,99,"(-122.3, 6.4, -270.5)"
Spawn Point Wander,"Spawn Point (-167.5 30.4 -66.6)",1,0,99,"(-167.5, 30.4, -66.6)"
Spawn Point Wander,"Spawn Point (-322.1 1.2 -329.6)",1,0,99,"(-322.1, 1.2, -329.6)"
